0,34,1483;0,190,618,377,197,172,43,539,481,396,23,728,512,34,
0,35,528;0,190,35,
0,36,1593;0,190,35,70,244,102,155,495,8,443,139,36,
0,37,1704;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,717,237,30,37,
0,38,1728;0,190,35,70,244,615,195,164,621,405,570,47,200,468,114,421,355,38,
0,39,1423;0,190,618,377,90,39,
0,40,1297;0,190,667,131,727,394,40,
0,41,1823;0,190,35,70,447,226,636,26,553,644,697,41,
0,42,1600;0,190,35,70,244,615,195,164,343,404,169,42,
0,43,949;0,190,618,377,197,172,43,
0,44,1990;0,190,618,377,15,67,292,50,44,
0,45,1283;0,190,35,70,244,615,49,362,563,166,12,325,567,136,45,
0,46,1832;0,410,232,306,46,
0,47,871;0,190,35,70,244,615,195,164,621,405,570,47,
0,48,1976;0,190,35,70,244,102,309,572,296,233,368,48,
0,49,1199;0,190,35,70,244,615,49,
0,50,1685;0,190,618,377,15,67,292,50,
0,51,1193;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,65,533,612,51,
0,52,1102;0,190,618,377,15,675,311,76,239,496,592,52,
0,53,1574;0,190,35,70,244,102,155,495,8,443,139,295,257,53,
0,54,1236;0,190,35,70,244,102,309,54,
0,55,1606;0,410,232,55,
0,56,1249;0,190,618,377,197,393,217,56,
0,57,1364;0,190,618,377,197,393,98,271,196,551,332,446,207,384,658,708,57,
0,58,1358;0,190,35,70,244,615,195,10,69,58,
0,59,1344;0,190,35,70,244,615,195,638,458,294,315,59,
0,60,1801;0,190,618,377,197,172,43,539,481,225,60,
0,61,1822;0,190,618,377,197,393,98,619,490,676,617,61,
0,62,1102;0,190,35,70,244,615,195,164,343,62,
0,63,1267;0,190,35,70,408,123,722,356,63,
0,64,1057;0,410,64,
0,65,1226;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,65,
0,66,1088;0,190,35,70,244,102,155,495,8,672,66,
0,67,1248;0,190,618,377,15,67,
0,68,1554;0,190,35,70,408,686,291,106,559,68,
0,69,1117;0,190,35,70,244,615,195,10,69,
0,70,520;0,190,35,70,
0,71,1315;0,190,35,70,244,615,195,164,621,405,570,47,386,681,500,104,71,
0,72,1673;0,190,35,70,244,615,49,362,563,166,12,325,567,136,651,331,660,72,
0,73,2165;0,190,618,377,15,675,311,76,239,496,592,260,11,73,
0,74,1837;0,190,667,131,727,394,40,526,585,74,
0,75,996;0,148,477,238,75,
0,76,915;0,190,618,377,15,675,311,76,
0,77,2007;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,375,191,626,77,
0,78,900;0,148,477,238,75,78,
0,79,1420;0,190,35,70,244,615,49,362,563,166,12,79,
0,80,1289;0,190,35,70,244,102,155,575,266,109,360,5,605,406,80,
0,81,1687;0,190,35,70,244,615,195,91,81,
0,82,885;0,190,35,70,244,615,195,164,621,405,570,47,200,468,82,
0,83,1383;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,65,533,612,51,583,83,
0,84,1611;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,65,533,475,277,556,29,84,
0,85,1046;0,190,667,85,
0,86,2183;0,190,35,70,244,102,155,575,266,109,543,92,552,33,86,
0,87,976;0,190,35,70,244,102,155,575,266,109,543,158,87,
0,88,924;0,190,35,70,244,102,155,575,266,109,543,120,88,
0,89,1366;0,190,667,131,590,514,240,89,
0,90,1076;0,190,618,377,90,
0,91,803;0,190,35,70,244,615,195,91,
0,92,1081;0,190,35,70,244,102,155,575,266,109,543,92,
0,93,1806;0,190,618,377,197,172,43,258,234,236,415,607,93,
0,94,1664;0,190,667,131,727,394,40,526,585,18,94,
0,95,1871;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,65,533,95,
0,96,1397;0,190,35,70,447,226,636,668,241,96,
0,97,1588;0,190,35,70,244,102,309,696,97,
0,98,862;0,190,618,377,197,393,98,
0,99,1498;0,190,35,70,244,615,195,10,69,58,99,
0,100,1121;0,190,35,70,244,102,155,575,266,578,100,
0,101,1067;0,190,618,377,15,675,311,76,218,523,101,
0,102,662;0,190,35,70,244,102,
0,103,1062;0,190,35,70,447,103,
0,104,1155;0,190,35,70,244,615,195,164,621,405,570,47,386,681,500,104,
0,105,1227;0,190,35,70,244,615,49,362,563,166,12,325,254,125,105,
0,106,1544;0,190,35,70,408,686,291,106,
0,107,1569;0,148,477,238,505,639,107,
0,108,1396;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,717,463,188,108,
0,109,844;0,190,35,70,244,102,155,575,266,109,
0,110,1921;0,190,35,70,447,226,636,668,241,96,110,
0,111,1035;0,190,35,70,244,615,49,362,563,166,221,111,
0,113,1784;0,190,35,70,244,615,49,362,563,166,221,113,
0,114,1226;0,190,35,70,244,615,195,164,621,405,570,47,200,468,114,
0,115,1430;0,190,35,70,244,102,155,495,8,443,139,295,257,115,
0,116,1489;0,190,618,377,197,172,43,258,116,
0,117,1902;0,190,35,70,244,615,49,362,563,166,12,325,567,136,45,117,
0,118,1630;0,190,35,70,244,615,195,164,621,405,570,47,200,428,118,
0,119,1176;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,119,
0,120,892;0,190,35,70,244,102,155,575,266,109,543,120,
0,121,880;0,414,121,
0,122,1199;0,190,618,377,197,172,43,539,481,122,
0,123,1027;0,190,35,70,408,123,
0,124,1203;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,119,124,
0,125,1040;0,190,35,70,244,615,49,362,563,166,12,325,254,125,
0,126,1918;0,190,35,70,244,615,195,10,69,58,126,
0,128,1502;0,190,35,70,244,102,309,572,296,128,
0,129,1348;0,190,618,377,197,172,43,539,129,
0,130,852;0,190,35,70,244,102,316,130,
0,131,1032;0,190,667,131,
0,132,1760;0,190,35,70,244,615,49,362,563,166,132,
0,133,2635;0,190,35,70,447,226,636,26,553,328,519,532,9,337,133,
0,134,1334;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,134,
0,135,1508;0,148,477,238,75,24,135,
0,136,1181;0,190,35,70,244,615,49,362,563,166,12,325,567,136,
0,137,1459;0,410,149,550,451,305,262,137,
0,138,1207;0,148,477,238,75,78,250,151,227,255,138,
0,139,1228;0,190,35,70,244,102,155,495,8,443,139,
0,140,1600;0,190,35,70,244,615,195,164,621,348,140,
0,141,1244;0,190,35,70,244,102,155,575,266,109,360,5,581,141,
0,142,2436;0,190,618,377,15,357,479,142,
0,143,1367;0,190,35,70,143,
0,144,1477;0,190,35,70,244,102,155,575,266,578,100,320,265,208,144,
0,145,1437;0,190,667,85,693,361,145,
0,146,886;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,
0,147,1859;0,190,667,131,147,
0,148,928;0,148,
0,149,1021;0,410,149,
0,150,1443;0,190,618,377,90,367,653,150,
0,151,885;0,148,477,238,75,78,250,151,
0,152,1492;0,190,618,377,197,393,152,
0,153,1780;0,148,259,569,442,562,389,324,419,623,153,
0,154,1677;0,190,35,70,408,123,722,690,640,154,
0,155,795;0,190,35,70,244,102,155,
0,156,2598;0,190,35,70,244,102,309,572,296,233,368,48,156,
0,157,1866;0,190,35,70,244,102,155,575,266,109,360,542,157,
0,158,884;0,190,35,70,244,102,155,575,266,109,543,158,
0,159,1870;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,485,285,159,
0,160,1166;0,190,35,70,244,102,155,575,266,109,543,92,606,160,
0,161,1903;0,148,477,238,75,78,250,376,161,
0,162,1332;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,485,162,
0,163,873;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,
0,164,911;0,190,35,70,244,615,195,164,
0,165,1628;0,190,618,377,197,393,217,165,
0,166,1023;0,190,35,70,244,615,49,362,563,166,
0,168,1277;0,190,35,70,447,103,338,168,
0,169,1620;0,190,35,70,244,615,195,164,343,404,169,
0,170,1380;0,190,618,377,15,357,479,170,
0,171,1746;0,190,667,538,171,
0,172,850;0,190,618,377,197,172,
0,173,1394;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,173,
0,174,1450;0,190,35,70,244,615,49,362,174,
0,175,2015;0,190,35,70,244,615,195,164,621,405,570,47,200,482,641,547,525,175,
0,176,1899;0,190,35,70,447,210,176,
0,177,2050;0,190,618,377,15,675,311,76,239,496,592,177,
0,178,1923;0,190,35,70,244,102,155,495,8,443,139,295,257,53,488,178,
0,179,1537;0,148,477,238,75,78,250,151,227,179,
0,180,1757;0,190,618,377,15,675,311,76,373,358,180,
0,181,1709;0,190,35,70,408,123,722,356,181,
0,182,1755;0,190,618,377,197,172,530,369,182,
0,183,1448;0,190,35,70,244,102,316,130,228,268,304,183,
0,184,1147;0,190,35,70,244,102,155,575,266,578,184,
0,185,923;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,185,
0,186,1226;0,190,618,377,197,393,98,271,196,551,6,716,589,186,
0,187,1434;0,190,618,377,15,675,311,76,239,496,592,187,
0,188,1190;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,717,463,188,
0,189,1128;0,190,618,377,197,393,98,271,196,551,332,446,207,384,189,
0,190,137;0,190,
0,191,956;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,375,191,
0,192,1376;0,190,618,377,197,172,43,539,511,433,293,435,192,
0,193,1247;0,190,618,377,197,393,98,271,196,551,332,446,207,384,658,193,
0,194,1442;0,190,618,377,197,172,43,539,481,225,516,194,
0,195,856;0,190,35,70,244,615,195,
0,196,988;0,190,618,377,197,393,98,271,196,
0,197,867;0,190,618,377,197,
0,198,2165;0,148,477,238,75,78,250,151,227,255,251,31,198,
0,199,1703;0,190,618,377,197,393,98,271,196,551,332,446,207,384,658,193,199,
0,200,848;0,190,35,70,244,615,195,164,621,405,570,47,200,
0,201,1740;0,190,35,70,244,102,155,575,266,109,543,158,201,
0,202,1524;0,190,618,377,197,393,98,271,725,666,287,202,
0,203,1416;0,190,35,70,244,615,49,362,563,166,12,325,567,723,203,
0,204,1640;0,190,618,377,15,675,311,76,373,358,204,
0,205,1846;0,190,618,377,197,172,43,539,481,225,516,194,205,
0,206,1229;0,190,35,70,244,615,195,164,621,405,570,47,200,482,641,547,206,
0,207,893;0,190,618,377,197,393,98,271,196,551,332,446,207,
0,208,1136;0,190,35,70,244,102,155,575,266,578,100,320,265,208,
0,209,1839;0,190,35,70,244,219,209,
0,210,1419;0,190,35,70,447,210,
0,211,818;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,
0,212,2419;0,190,618,377,197,172,43,258,116,665,212,
0,213,1790;0,190,35,70,244,219,209,213,
0,214,1599;0,190,35,70,244,615,195,164,621,405,610,214,
0,215,1654;0,190,618,377,197,393,98,271,725,666,287,202,346,215,
0,216,1167;0,190,35,70,244,615,195,10,69,216,
0,217,1251;0,190,618,377,197,393,217,
0,218,1014;0,190,618,377,15,675,311,76,218,
0,219,1199;0,190,35,70,244,219,
0,220,1586;0,190,618,377,197,172,43,539,481,396,23,728,512,34,220,
0,221,1103;0,190,35,70,244,615,49,362,563,166,221,
0,222,1147;0,148,222,
0,223,1445;0,190,618,377,15,675,223,
0,224,1545;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,717,463,188,224,
0,225,1339;0,190,618,377,197,172,43,539,481,225,
0,226,1037;0,190,35,70,447,226,
0,227,934;0,148,477,238,75,78,250,151,227,
0,228,1209;0,190,35,70,244,102,316,130,228,
0,229,1135;0,190,35,70,244,102,155,575,715,326,229,
0,230,2167;0,190,618,377,197,172,43,258,234,236,415,607,93,230,
0,231,1225;0,190,35,70,244,615,49,362,563,166,221,231,
0,232,1097;0,410,232,
0,233,1195;0,190,35,70,244,102,309,572,296,233,
0,234,1334;0,190,618,377,197,172,43,258,234,
0,235,1220;0,190,618,377,197,393,98,271,196,551,245,471,235,
0,236,1344;0,190,618,377,197,172,43,258,234,236,
0,237,862;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,717,237,
0,238,1062;0,148,477,238,
0,239,1062;0,190,618,377,15,675,311,76,239,
0,240,1297;0,190,667,131,590,514,240,
0,241,1168;0,190,35,70,447,226,636,668,241,
0,242,896;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,
0,243,1693;0,190,35,70,244,615,195,164,343,62,243,
0,244,652;0,190,35,70,244,
0,245,1125;0,190,618,377,197,393,98,271,196,551,245,
0,246,1698;0,148,477,238,75,78,250,151,643,246,
0,247,1675;0,190,35,70,244,102,155,575,715,247,
0,248,1710;0,190,35,70,244,615,49,362,563,166,12,325,254,445,580,248,
0,249,1261;0,190,618,377,90,367,653,249,
0,250,966;0,148,477,238,75,78,250,
0,251,1192;0,148,477,238,75,78,250,151,227,255,251,
0,252,1266;0,190,618,377,197,172,43,258,234,236,415,252,
0,253,1042;0,190,35,70,244,102,155,575,266,578,100,320,265,208,253,
0,254,1001;0,190,35,70,244,615,49,362,563,166,12,325,254,
0,255,1092;0,148,477,238,75,78,250,151,227,255,
0,256,1111;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,
0,257,1137;0,190,35,70,244,102,155,495,8,443,139,295,257,
0,258,1026;0,190,618,377,197,172,43,258,
0,259,960;0,148,259,
0,260,1126;0,190,618,377,15,675,311,76,239,496,592,260,
0,261,1426;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,375,678,670,261,
0,262,1408;0,410,149,550,451,305,262,
0,263,1545;0,190,35,70,244,615,49,362,563,166,12,325,567,136,651,263,
0,264,1548;0,190,667,85,693,361,145,264,
0,265,1217;0,190,35,70,244,102,155,575,266,578,100,320,265,
0,266,881;0,190,35,70,244,102,155,575,266,
0,267,1406;0,190,35,70,447,226,636,668,267,
0,268,1503;0,190,35,70,244,102,316,130,228,268,
0,269,1227;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,65,533,612,269,
0,270,1543;0,190,35,70,244,102,155,575,266,109,543,120,657,270,
0,271,1065;0,190,618,377,197,393,98,271,
0,272,1384;0,190,618,377,197,393,98,619,272,
0,273,1329;0,190,35,70,447,226,636,26,273,
0,274,1251;0,190,35,70,244,102,155,575,715,326,274,
0,275,1116;0,190,35,70,244,102,155,575,266,109,543,275,
0,276,1498;0,190,618,377,197,172,43,539,481,396,23,728,512,34,276,
0,277,1416;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,65,533,475,277,
0,278,1988;0,190,35,70,244,102,155,575,266,109,543,158,201,278,
0,279,1508;0,190,667,131,590,514,240,89,718,279,
0,280,1741;0,190,35,70,447,226,636,668,241,664,280,
0,281,1466;0,190,35,70,447,103,338,168,281,
0,282,1278;0,190,35,70,244,102,316,130,228,282,
0,283,1728;0,190,618,377,15,675,311,76,373,358,180,283,
0,284,1611;0,190,618,377,90,39,284,
0,285,1090;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,485,285,
0,286,1294;0,190,618,377,197,393,98,271,196,551,332,446,207,384,658,193,286,
0,287,1277;0,190,618,377,197,393,98,271,725,666,287,
0,288,1751;0,190,667,131,590,514,240,288,
0,289,1677;0,190,618,377,197,172,43,539,289,
0,290,1845;0,190,35,70,244,219,290,
0,291,1359;0,190,35,70,408,686,291,
0,292,1410;0,190,618,377,15,67,292,
0,293,1389;0,190,618,377,197,172,43,539,511,433,293,
0,294,1346;0,190,35,70,244,615,195,638,458,294,
0,295,1184;0,190,35,70,244,102,155,495,8,443,139,295,
0,296,1166;0,190,35,70,244,102,309,572,296,
0,297,1448;0,190,35,70,408,123,297,
0,298,1449;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,185,298,
0,299,1647;0,190,35,70,244,615,195,164,621,405,570,47,318,299,
0,300,1428;0,410,149,300,
0,301,917;0,190,35,70,244,102,155,575,266,301,
0,302,1209;0,190,35,70,244,615,49,362,563,166,12,325,254,125,302,
0,303,1331;0,190,35,70,244,102,155,575,715,326,545,303,
0,304,1440;0,190,35,70,244,102,316,130,228,268,304,
0,305,1081;0,410,149,550,451,305,
0,306,1521;0,410,232,306,
0,307,1276;0,190,35,70,244,615,195,164,343,688,555,307,
0,308,1311;0,190,35,70,447,226,636,26,553,328,308,
0,309,1144;0,190,35,70,244,102,309,
0,310,1163;0,190,618,317,310,
0,311,983;0,190,618,377,15,675,311,
0,312,1470;0,190,35,70,244,102,155,575,266,109,543,120,88,491,312,
0,313,1362;0,190,35,702,313,
0,314,1877;0,190,35,70,244,102,316,130,228,268,304,314,
0,315,1261;0,190,35,70,244,615,195,638,458,294,315,
0,316,648;0,190,35,70,244,102,316,
0,317,942;0,190,618,317,
0,318,1312;0,190,35,70,244,615,195,164,621,405,570,47,318,
0,319,1954;0,190,618,317,310,554,565,494,319,
0,320,1052;0,190,35,70,244,102,155,575,266,578,100,320,
0,321,1427;0,190,618,377,197,172,43,258,234,236,415,252,321,
0,322,1645;0,190,667,85,693,361,145,264,322,
0,323,1381;0,148,477,238,75,78,250,151,504,323,
0,324,1566;0,148,259,569,442,562,389,324,
0,325,1004;0,190,35,70,244,615,49,362,563,166,12,325,
0,326,1081;0,190,35,70,244,102,155,575,715,326,
0,327,1466;0,190,618,377,197,393,98,271,196,551,332,446,207,370,489,591,327,
0,328,1199;0,190,35,70,447,226,636,26,553,328,
0,329,1776;0,190,35,70,244,615,195,164,621,405,570,47,200,482,641,704,329,
0,330,1523;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,375,191,626,493,469,330,
0,331,1129;0,190,35,70,244,615,49,362,563,166,12,325,567,136,651,331,
0,332,931;0,190,618,377,197,393,98,271,196,551,332,
0,333,1547;0,190,35,70,244,615,195,164,621,405,610,214,333,
0,334,1698;0,190,618,377,15,675,311,76,373,334,
0,335,2241;0,190,35,70,244,102,155,575,715,326,545,303,659,335,
0,336,908;0,414,336,
0,337,1740;0,190,35,70,447,226,636,26,553,328,519,532,9,337,
0,338,1302;0,190,35,70,447,103,338,
0,339,2138;0,190,35,70,244,102,155,575,266,578,100,320,265,208,144,339,
0,340,1319;0,190,35,70,244,102,155,495,8,672,409,598,340,
0,341,885;0,190,35,70,244,615,195,91,341,
0,342,1067;0,190,35,70,244,102,155,575,266,109,360,5,581,342,
0,343,896;0,190,35,70,244,615,195,164,343,
0,344,1317;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,344,
0,345,1575;0,190,35,70,244,615,195,10,69,216,345,
0,346,1435;0,190,618,377,197,393,98,271,725,666,287,202,346,
0,347,1011;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,
0,348,1105;0,190,35,70,244,615,195,164,621,348,
0,349,1620;0,190,35,70,244,615,195,164,621,405,570,47,200,482,641,547,206,707,349,
0,350,2482;0,190,35,70,244,102,155,495,8,443,139,295,257,53,719,350,
0,351,1366;0,190,618,377,197,172,43,539,481,396,23,351,
0,352,1411;0,190,35,70,244,615,195,91,352,
0,353,850;0,190,35,70,244,615,195,164,621,405,570,47,200,468,82,353,
0,354,1779;0,190,618,377,197,354,
0,355,1608;0,190,35,70,244,615,195,164,621,405,570,47,200,468,114,421,355,
0,356,1265;0,190,35,70,408,123,722,356,
0,357,1185;0,190,618,377,15,357,
0,358,1626;0,190,618,377,15,675,311,76,373,358,
0,359,1786;0,190,35,70,244,102,155,575,266,301,359,
0,360,793;0,190,35,70,244,102,155,575,266,109,360,
0,361,1070;0,190,667,85,693,361,
0,362,1134;0,190,35,70,244,615,49,362,
0,363,1766;0,190,618,377,197,393,98,271,196,551,332,446,207,384,189,506,381,363,
0,364,1690;0,190,618,377,90,39,364,
0,365,1484;0,190,618,377,15,675,311,76,218,522,365,
0,366,942;0,190,35,70,244,615,462,366,
0,367,1274;0,190,618,377,90,367,
0,368,1327;0,190,35,70,244,102,309,572,296,233,368,
0,369,1303;0,190,618,377,197,172,530,369,
0,370,1077;0,190,618,377,197,393,98,271,196,551,332,446,207,370,
0,371,1450;0,190,35,70,244,615,195,164,621,405,610,371,
0,372,1252;0,190,35,70,244,615,195,164,621,405,570,47,200,428,372,
0,373,1040;0,190,618,377,15,675,311,76,373,
0,374,1320;0,148,259,569,374,
0,375,941;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,375,
0,376,1217;0,148,477,238,75,78,250,376,
0,377,903;0,190,618,377,
0,378,1664;0,148,259,569,455,566,378,
0,379,1799;0,190,35,70,447,103,338,168,281,379,
0,380,1023;0,190,35,70,408,123,722,690,380,
0,381,1368;0,190,618,377,197,393,98,271,196,551,332,446,207,384,189,506,381,
0,382,1464;0,190,618,377,197,393,98,619,272,465,382,
0,383,1319;0,190,35,70,244,615,49,362,563,166,12,325,567,136,651,331,680,383,
0,384,1010;0,190,618,377,197,393,98,271,196,551,332,446,207,384,
0,385,1566;0,410,149,550,451,305,262,385,
0,386,1276;0,190,35,70,244,615,195,164,621,405,570,47,386,
0,387,813;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,
0,389,1525;0,148,259,569,442,562,389,
0,390,1280;0,190,35,70,244,102,309,696,650,390,
0,391,1446;0,190,618,377,15,675,311,76,239,627,391,
0,392,2577;0,190,618,377,197,172,43,539,481,396,23,699,392,
0,393,891;0,190,618,377,197,393,
0,394,1359;0,190,667,131,727,394,
0,395,1720;0,190,35,70,244,102,155,575,715,395,
0,396,847;0,190,618,377,197,172,43,539,481,396,
0,397,1226;0,190,466,397,
0,398,2181;0,190,618,377,197,172,43,539,511,433,293,398,
0,399,1511;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,717,463,188,224,399,
0,400,1277;0,190,35,70,244,102,155,400,
0,401,1797;0,190,35,70,244,102,155,575,266,578,100,320,401,
0,402,1241;0,190,667,131,727,394,40,402,
0,404,993;0,190,35,70,244,615,195,164,343,404,
0,405,911;0,190,35,70,244,615,195,164,621,405,
0,406,1215;0,190,35,70,244,102,155,575,266,109,360,5,605,406,
0,407,1729;0,190,35,70,244,615,195,164,343,404,169,42,407,
0,408,1103;0,190,35,70,408,
0,409,955;0,190,35,70,244,102,155,495,8,672,409,
0,410,826;0,410,
0,411,2519;0,190,35,70,244,102,155,575,266,578,100,320,401,411,
0,412,1792;0,190,618,377,197,172,43,258,412,
0,413,1865;0,190,618,377,197,172,43,539,481,396,23,728,512,34,220,413,
0,414,657;0,414,
0,415,1261;0,190,618,377,197,172,43,258,234,236,415,
0,416,1565;0,190,35,70,244,615,195,91,341,444,416,
0,417,1558;0,190,667,538,417,
0,418,1913;0,190,667,85,693,361,418,
0,419,1483;0,148,259,569,442,562,389,324,419,
0,420,1580;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,717,237,30,420,
0,421,1317;0,190,35,70,244,615,195,164,621,405,570,47,200,468,114,421,
0,422,1460;0,148,477,238,75,78,250,151,227,255,138,422,
0,423,1871;0,190,466,397,684,423,
0,424,1850;0,190,35,70,244,102,309,572,296,233,368,424,
0,425,2971;0,190,618,377,15,67,292,50,44,425,
0,426,2036;0,190,35,70,244,615,49,362,563,166,12,79,426,
0,427,1344;0,190,35,70,447,210,427,
0,428,988;0,190,35,70,244,615,195,164,621,405,570,47,200,428,
0,429,1417;0,190,618,377,197,172,43,558,429,
0,430,1731;0,190,35,70,244,615,49,362,563,166,12,325,567,723,714,430,
0,431,1359;0,190,35,70,244,615,49,362,563,166,12,325,254,125,302,431,
0,432,1249;0,190,35,70,244,102,155,575,266,109,543,120,88,510,432,
0,433,876;0,190,618,377,197,172,43,539,511,433,
0,434,1780;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,185,633,698,434,
0,435,1456;0,190,618,377,197,172,43,539,511,433,293,435,
0,436,1930;0,190,35,70,244,102,155,575,715,247,436,
0,437,1404;0,190,618,377,15,675,311,76,239,496,592,52,437,
0,438,1902;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,375,191,634,438,
0,440,1497;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,375,678,670,603,527,440,
0,441,1984;0,190,35,70,244,102,155,575,266,109,543,275,700,441,
0,442,853;0,148,259,569,442,
0,443,1021;0,190,35,70,244,102,155,495,8,443,
0,444,1594;0,190,35,70,244,615,195,91,341,444,
0,445,1154;0,190,35,70,244,615,49,362,563,166,12,325,254,445,
0,446,884;0,190,618,377,197,393,98,271,196,551,332,446,
0,447,724;0,190,35,70,447,
0,448,1479;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,448,
0,449,1451;0,190,35,70,244,102,155,575,266,109,360,5,605,406,80,449,
0,450,1287;0,190,618,377,197,393,98,271,196,551,332,446,207,384,658,450,
0,451,1091;0,410,149,550,451,
0,452,1197;0,148,477,238,505,452,
0,453,1399;0,190,618,377,197,393,98,271,196,551,332,446,207,370,256,65,533,612,51,453,
0,454,1231;0,190,35,70,244,102,155,575,266,109,360,5,581,342,454,
0,455,1528;0,148,259,569,455,
0,456,1748;0,190,667,131,590,514,240,89,456,
0,457,1427;0,190,35,70,244,615,49,362,563,166,12,325,254,457,
0,458,1207;0,190,35,70,244,615,195,638,458,
0,459,1626;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,459,
0,460,1405;0,190,35,70,244,615,195,164,621,405,570,47,200,663,163,347,375,678,460,
0,461,1295;0,190,35,70,447,226,636,668,461,
0,462,1011;0,190,35,70,244,615,462,
0,463,767;0,190,35,70,244,615,195,164,621,405,570,47,200,663,642,497,242,146,211,709,387,717,463,
0,464,1958;0,190,35,70,408,686,291,106,464,
0,465,1414;0,190,618,377,197,393,98,619,272,465,
0,466,861;0,190,466,
