0,72,1497;0,241,220,132,197,236,131,31,14,182,8,179,234,2,72,
0,73,1568;0,241,220,132,70,107,73,
0,74,2810;0,57,175,183,148,78,229,217,74,
0,76,1080;0,57,137,63,152,9,76,
0,77,1418;0,57,175,183,205,77,
0,78,890;0,57,175,183,148,78,
0,79,1511;0,57,175,6,21,161,127,99,79,
0,80,650;0,241,220,132,197,236,131,80,
0,81,775;0,241,220,47,81,
0,82,800;0,89,82,
0,83,2419;0,241,220,132,197,236,131,31,145,119,202,214,204,83,
0,84,1456;0,241,220,228,227,84,
0,85,1616;0,57,169,85,
0,86,964;0,241,220,132,197,236,131,80,13,86,
0,87,1480;0,89,128,87,
0,89,234;0,89,
0,90,1066;0,241,220,132,197,236,131,80,13,238,171,90,
0,91,3018;0,57,175,183,148,78,229,217,74,91,
0,93,1395;0,89,128,87,93,
0,94,1011;0,241,220,132,197,65,94,
0,95,2409;0,57,175,6,174,103,216,193,206,95,
0,96,1413;0,57,175,6,174,144,96,
0,97,940;0,241,225,143,97,
0,98,1075;0,89,17,98,
0,99,856;0,57,175,6,21,161,127,99,
0,100,1849;0,241,220,132,197,236,207,170,112,59,151,100,
0,101,2117;0,241,220,132,197,236,131,80,13,238,171,90,122,101,
0,102,872;0,57,175,230,166,102,
0,103,635;0,57,175,6,174,103,
0,104,1534;0,57,137,211,15,39,104,
0,105,1305;0,241,220,132,197,236,131,31,145,119,105,
0,106,563;0,241,220,132,197,236,131,31,145,106,
0,107,1286;0,241,220,132,70,107,
0,108,1800;0,241,220,228,227,48,108,
0,109,1188;0,57,175,183,205,109,
0,110,1453;0,57,175,230,166,110,
0,112,828;0,241,220,132,197,236,207,170,112,
0,113,868;0,241,220,132,197,236,207,170,113,
0,114,1202;0,57,175,6,174,144,114,
0,115,1840;0,57,175,6,174,163,199,45,134,187,115,
0,116,1568;0,241,225,116,
0,117,1876;0,57,175,6,174,103,186,117,
0,118,1247;0,241,220,132,197,236,131,80,13,86,118,
0,119,894;0,241,220,132,197,236,131,31,145,119,
0,121,1346;0,241,220,132,197,236,131,80,13,86,118,121,
0,122,1365;0,241,220,132,197,236,131,80,13,238,171,90,122,
0,123,1376;0,57,175,6,21,161,127,56,231,123,
0,124,1600;0,241,220,132,197,236,131,80,13,238,171,90,124,
0,125,1923;0,57,175,6,174,163,199,45,134,125,
0,126,1814;0,57,137,63,200,126,
0,127,895;0,57,175,6,21,161,127,
0,128,860;0,89,128,
0,129,1080;0,57,175,183,148,78,129,
0,130,1763;0,57,175,6,21,161,127,99,130,
0,131,711;0,241,220,132,197,236,131,
0,132,558;0,241,220,132,
0,133,942;0,241,220,132,197,236,133,
0,134,1595;0,57,175,6,174,163,199,45,134,
0,135,1271;0,57,175,6,21,161,127,56,231,135,
0,136,826;0,57,175,6,21,161,136,
0,137,666;0,57,137,
0,138,2305;0,57,175,183,205,77,138,
0,139,1368;0,241,220,47,81,139,
0,140,1267;0,241,220,47,81,140,
0,142,3100;0,57,175,6,21,161,127,99,32,165,142,
0,143,653;0,241,225,143,
0,144,1118;0,57,175,6,174,144,
0,145,545;0,241,220,132,197,236,131,31,145,
0,146,1155;0,57,137,63,152,9,146,
0,147,2066;0,57,175,6,174,103,186,147,
0,148,860;0,57,175,183,148,
0,149,949;0,241,220,47,81,149,
0,151,1914;0,241,220,132,197,236,207,170,112,59,151,
0,152,914;0,57,137,63,152,
0,153,788;0,241,220,132,197,236,207,170,113,153,
0,154,1926;0,89,17,4,154,
0,155,2013;0,89,17,4,159,155,
0,156,1368;0,241,220,228,227,156,
0,157,1673;0,241,220,132,197,236,207,170,113,157,
0,159,1402;0,89,17,4,159,
0,160,1750;0,241,220,228,160,
0,161,787;0,57,175,6,21,161,
0,163,455;0,57,175,6,174,163,
0,164,1967;0,241,220,132,197,236,207,170,112,59,151,100,164,
0,165,2429;0,57,175,6,21,161,127,99,32,165,
0,166,883;0,57,175,230,166,
0,167,1733;0,241,220,132,197,236,131,31,145,119,192,167,
0,168,1490;0,89,17,4,159,168,
0,169,901;0,57,169,
0,170,907;0,241,220,132,197,236,207,170,
0,171,1017;0,241,220,132,197,236,131,80,13,238,171,
0,172,2373;0,241,220,228,227,48,108,172,
0,173,1448;0,241,220,132,197,236,131,31,145,119,105,173,
0,174,503;0,57,175,6,174,
0,175,-78;0,57,175,
0,176,1890;0,57,175,230,166,102,50,176,
0,177,1357;0,241,220,132,197,236,131,80,13,238,171,90,177,
0,179,1237;0,241,220,132,197,236,131,31,14,182,8,179,
0,180,1555;0,89,82,55,180,
0,181,1185;0,57,169,181,
0,182,1199;0,241,220,132,197,236,131,31,14,182,
0,183,680;0,57,175,183,
0,184,1377;0,57,175,183,205,184,
0,185,1462;0,241,220,132,197,236,207,170,113,153,185,
0,186,1456;0,57,175,6,174,103,186,
0,187,1759;0,57,175,6,174,163,199,45,134,187,
0,188,873;0,241,220,132,197,236,131,31,14,188,
0,189,1597;0,57,175,6,174,103,226,189,
0,191,1624;0,241,220,132,197,236,131,31,145,119,105,173,29,191,
0,192,1479;0,241,220,132,197,236,131,31,145,119,192,
0,193,1107;0,57,175,6,174,103,216,193,
0,194,1663;0,241,220,47,81,139,194,
0,195,1326;0,57,137,63,200,195,
0,196,1227;0,241,220,47,81,149,196,
0,197,491;0,241,220,132,197,
0,198,1342;0,57,175,6,201,38,198,
0,199,812;0,57,175,6,174,163,199,
0,200,986;0,57,137,63,200,
0,201,735;0,57,175,6,201,
0,202,1045;0,241,220,132,197,236,131,31,145,119,202,
0,203,1805;0,241,220,132,197,236,131,31,14,188,203,
0,204,1900;0,241,220,132,197,236,131,31,145,119,202,214,204,
0,205,1118;0,57,175,183,205,
0,206,1537;0,57,175,6,174,103,216,193,206,
0,207,897;0,241,220,132,197,236,207,
0,208,1183;0,241,220,132,197,65,94,208,
0,209,1851;0,241,220,132,197,236,131,31,145,119,202,214,209,
0,210,1331;0,241,220,132,197,65,94,208,210,
0,211,1167;0,57,137,211,
0,212,2182;0,57,175,230,20,53,219,212,
0,213,2957;0,57,137,63,200,126,1,213,
0,214,1050;0,241,220,132,197,236,131,31,145,119,202,214,
0,215,1374;0,57,175,230,20,53,215,
0,216,638;0,57,175,6,174,103,216,
0,217,2074;0,57,175,183,148,78,229,217,
0,218,1653;0,57,175,183,205,184,218,
0,219,1454;0,57,175,230,20,53,219,
0,220,204;0,241,220,
0,221,666;0,57,137,23,221,
0,222,1501;0,241,220,132,197,236,131,80,13,86,118,121,222,
0,225,613;0,241,225,
0,226,1537;0,57,175,6,174,103,226,
0,227,896;0,241,220,228,227,
0,228,803;0,241,220,228,
0,229,1446;0,57,175,183,148,78,229,
0,230,597;0,57,175,230,
0,231,893;0,57,175,6,21,161,127,56,231,
0,232,1027;0,241,220,132,197,236,207,170,232,
0,233,1834;0,57,137,211,15,39,104,233,
0,234,1241;0,241,220,132,197,236,131,31,14,182,8,179,234,
0,235,1971;0,241,220,132,197,65,94,235,
0,236,396;0,241,220,132,197,236,
0,237,1977;0,57,175,230,166,110,60,35,237,
0,238,937;0,241,220,132,197,236,131,80,13,238,
0,240,1333;0,57,175,6,201,38,198,240,
0,241,-53;0,241,
0,242,906;0,241,220,47,242,
